order_item_id,order_id,customer_id,product_id,product_category,unit_price,discount_percent,quantity_sold,discounted_unit_price,line_revenue
156,91,205,1135,Beauty,40.58,5,1,38.55,38.55
157,92,1363,1146,Electronics,173.89,15,1,147.81,147.81
158,93,1872,1022,Home & Kitchen,331.61,0,2,331.61,663.22
159,94,1379,1209,Books,20.55,5,2,19.52,39.04
160,95,189,1051,Books,34.21,30,1,23.95,23.95
161,96,1184,1116,Home & Kitchen,290.64,25,1,217.98,217.98
162,97,1971,1093,Sports,51.09,30,2,35.76,71.52
163,97,1971,1245,Books,19.38,20,2,15.5,31.0
164,97,1971,1239,Home & Kitchen,264.53,10,3,238.08,714.24
165,97,1971,1243,Sports,147.84,25,1,110.88,110.88
166,98,1887,1187,Books,40.4,15,4,34.34,137.36
167,99,1875,1215,Electronics,850.54,15,1,722.96,722.96
168,99,1875,1145,Sports,57.77,5,1,54.88,54.88
169,100,1194,1176,Beauty,97.52,15,3,82.89,248.67
170,100,1194,1152,Books,31.57,10,2,28.41,56.82
171,101,615,1037,Home & Kitchen,48.26,20,1,38.61,38.61
172,101,615,1044,Home & Kitchen,59.93,0,2,59.93,119.86
173,101,615,1207,Fashion,29.0,0,1,29.0,29.0
174,102,543,1262,Home & Kitchen,341.2,10,5,307.08,1535.4
175,103,1255,1202,Electronics,408.07,15,2,346.86,693.72
176,104,1474,1244,Sports,137.25,10,5,123.53,617.65
177,104,1474,1253,Books,33.95,15,1,28.86,28.86
178,105,1029,1279,Fashion,51.69,20,1,41.35,41.35
179,105,1029,1211,Fashion,75.3,5,2,71.53,143.06
180,105,1029,1064,Electronics,180.06,10,1,162.05,162.05
181,105,1029,1103,Home & Kitchen,135.08,15,2,114.82,229.64
182,106,842,1208,Sports,109.74,10,2,98.77,197.54
183,107,360,1001,Electronics,748.81,15,2,636.49,1272.98
184,108,1276,1224,Sports,182.28,15,1,154.94,154.94
185,109,985,1278,Sports,48.8,10,2,43.92,87.84
186,109,985,1003,Electronics,625.73,15,1,531.87,531.87
187,109,985,1153,Home & Kitchen,228.01,25,2,171.01,342.02
188,109,985,1033,Fashion,128.79,25,3,96.59,289.77
189,110,468,1238,Electronics,504.48,25,3,378.36,1135.08
190,111,602,1044,Home & Kitchen,59.93,10,2,53.94,107.88
191,111,602,1237,Home & Kitchen,94.47,30,2,66.13,132.26
192,111,602,1248,Electronics,184.97,20,1,147.98,147.98
193,112,1638,1002,Books,20.55,15,3,17.47,52.41
194,112,1638,1117,Home & Kitchen,195.74,30,3,137.02,411.06
195,112,1638,1171,Sports,114.0,10,1,102.6,102.6
196,112,1638,1098,Beauty,38.63,10,4,34.77,139.08
197,113,1491,1230,Beauty,57.52,20,1,46.02,46.02
198,114,1229,1228,Sports,48.56,0,1,48.56,48.56
199,114,1229,1035,Electronics,602.25,15,3,511.91,1535.73
200,115,1540,1110,Sports,60.32,5,3,57.3,171.9
201,116,1393,1234,Fashion,67.56,20,3,54.05,162.15
202,117,1300,1189,Beauty,19.66,5,1,18.68,18.68
203,117,1300,1020,Beauty,105.56,0,3,105.56,316.68
204,118,1761,1125,Books,33.61,15,1,28.57,28.57
205,118,1761,1279,Fashion,53.29,10,2,47.96,95.92
206,119,395,1200,Electronics,229.8,15,1,195.33,195.33
207,120,221,1086,Electronics,317.85,25,1,238.39,238.39
208,120,221,1255,Sports,113.46,15,1,96.44,96.44
209,121,1843,1082,Home & Kitchen,155.43,10,2,139.89,279.78
210,121,1843,1218,Books,22.94,20,2,18.35,36.7
211,121,1843,1156,Electronics,439.35,0,1,439.35,439.35
212,122,1585,1137,Sports,231.94,15,2,197.15,394.3
213,123,1544,1015,Sports,202.27,20,3,161.82,485.46
214,123,1544,1282,Home & Kitchen,141.93,25,3,106.45,319.35
215,124,642,1152,Books,32.21,5,2,30.6,61.2
216,124,642,1293,Beauty,110.3,20,2,88.24,176.48
217,125,1719,1150,Fashion,31.67,5,3,30.09,90.27
218,126,1995,1278,Sports,46.87,5,1,44.53,44.53
219,127,1519,1034,Sports,215.63,5,1,204.85,204.85
220,127,1519,1289,Fashion,141.35,0,1,141.35,141.35
221,128,638,1054,Sports,137.15,10,1,123.44,123.44
222,129,339,1276,Sports,73.17,25,1,54.88,54.88
223,129,339,1260,Home & Kitchen,219.29,20,4,175.43,701.72
224,130,662,1176,Beauty,100.51,15,1,85.43,85.43
225,130,662,1113,Electronics,522.7,30,2,365.89,731.78
226,131,652,1220,Electronics,865.28,15,2,735.49,1470.98
227,132,880,1084,Sports,142.73,20,1,114.18,114.18
228,133,1718,1237,Home & Kitchen,92.64,5,2,88.01,176.02
229,134,556,1255,Sports,116.86,15,1,99.33,99.33
230,135,1591,1248,Electronics,184.97,20,1,147.98,147.98
231,135,1591,1105,Electronics,577.81,20,4,462.25,1849.0
232,136,1566,1144,Sports,208.99,5,1,198.54,198.54
233,137,972,1246,Electronics,706.36,10,1,635.72,635.72
234,137,972,1293,Beauty,111.4,15,1,94.69,94.69
235,138,1633,1083,Books,31.81,15,1,27.04,27.04
236,138,1633,1141,Sports,183.12,0,3,183.12,549.36
237,138,1633,1227,Sports,37.7,5,3,35.81,107.43
238,139,1700,1027,Electronics,898.25,20,1,718.6,718.6
239,139,1700,1290,Electronics,539.04,30,2,377.33,754.66
240,139,1700,1012,Home & Kitchen,285.25,10,3,256.73,770.19
241,140,122,1034,Sports,209.23,15,1,177.85,177.85
242,140,122,1121,Books,16.73,10,2,15.06,30.12
243,141,509,1224,Sports,195.3,20,3,156.24,468.72
244,142,303,1268,Sports,231.56,15,2,196.83,393.66
245,143,1035,1182,Fashion,90.25,10,4,81.23,324.92
246,143,1035,1217,Beauty,72.26,25,1,54.2,54.2
247,143,1035,1077,Books,36.97,5,1,35.12,35.12
248,144,535,1278,Sports,50.74,0,3,50.74,152.22
249,145,1738,1249,Books,32.01,30,1,22.41,22.41
250,145,1738,1169,Sports,65.62,10,1,59.06,59.06
251,146,1474,1218,Books,24.83,5,1,23.59,23.59
252,146,1474,1040,Sports,82.33,15,2,69.98,139.96
253,147,802,1026,electronics,607.69,20,2,486.15,972.3
254,147,802,1093,Sports,51.09,20,3,40.87,122.61
255,147,802,1135,Beauty,40.99,10,3,36.89,110.67
256,148,1465,1139,Home & Kitchen,66.62,15,2,56.63,113.26
257,148,1465,1267,Electronics,359.38,10,4,323.44,1293.76
258,149,569,1070,Electronics,578.36,25,1,433.77,433.77
259,150,1249,1235,Beauty,67.08,5,2,63.73,127.46
260,151,1036,1046,Beauty,58.65,15,1,49.85,49.85
261,152,1214,1082,Home & Kitchen,165.05,15,4,140.29,561.16
262,153,502,1299,home & kitchen,47.84,5,1,45.45,45.45
263,154,1787,1271,Electronics,507.87,10,3,457.08,1371.24
264,155,865,1191,Home & Kitchen,207.21,0,3,207.21,621.63
265,155,865,1071,Beauty,59.26,15,2,50.37,100.74
266,156,283,1262,Home & Kitchen,341.2,20,2,272.96,545.92
267,156,283,1182,Fashion,85.95,5,1,81.65,81.65
268,156,283,1026,Electronics,601.67,10,3,541.5,1624.5
269,157,1136,1132,Electronics,537.22,10,5,483.5,2417.5
270,157,1136,1144,Sports,193.07,10,3,173.76,521.28
271,157,1136,1270,Electronics,255.79,20,2,204.63,409.26
272,158,1936,1280,Electronics,901.5,10,1,811.35,811.35
273,158,1936,1188,Home & Kitchen,309.15,10,1,278.24,278.24
274,159,391,1119,Fashion,97.8,15,3,83.13,249.39
275,159,391,1169,Sports,68.33,20,2,54.66,109.32
276,160,71,1240,Electronics,328.01,10,3,295.21,885.63
277,160,71,1054,Sports,139.86,0,3,139.86,419.58
278,160,71,1076,Beauty,11.57,15,1,9.83,9.83
279,160,71,1281,Electronics,347.71,0,3,347.71,1043.13
280,161,1392,1271,Electronics,518.23,15,1,440.5,440.5
281,162,303,1026,Electronics,619.72,30,1,433.8,433.8
282,162,303,1209,Books,20.55,20,5,16.44,82.2
283,162,303,1170,Home & Kitchen,71.76,20,1,57.41,57.41
284,163,1696,1215,Electronics,859.31,20,2,687.45,1374.9
285,164,1820,1102,Sports,78.93,20,2,63.14,126.28
286,165,1898,1132,Electronics,581.52,10,1,523.37,523.37
287,166,573,1231,Sports,24.47,10,2,22.02,44.04
288,167,1142,1276,Sports,72.42,20,2,57.94,115.88
289,167,1142,1184,Books,36.51,20,2,29.21,58.42
290,168,932,1058,Home & Kitchen,141.71,5,1,134.62,134.62
291,168,932,1285,Books,27.61,20,2,22.09,44.18
292,168,932,1056,Electronics,154.0,15,2,130.9,261.8
293,169,1019,1031,Electronics,560.23,15,3,476.2,1428.6
294,169,1019,1161,Sports,113.17,25,1,84.88,84.88
295,170,1440,1222,Fashion,89.14,15,2,75.77,151.54
296,170,1440,1161,Sports,116.57,5,3,110.74,332.22
297,171,902,1053,Home & Kitchen,295.18,20,5,236.14,1180.7
298,172,964,1120,Home & Kitchen,254.23,25,2,190.67,381.34
299,173,1176,1291,Home & Kitchen,315.39,20,2,252.31,504.62
300,174,1559,1162,Home & Kitchen,346.75,20,2,277.4,554.8
301,174,1559,1128,Electronics,890.23,30,2,623.16,1246.32
302,175,1259,1225,Home & Kitchen,263.72,5,3,250.53,751.59
303,176,1333,1300,Beauty,121.38,5,4,115.31,461.24
304,177,517,1107,Beauty,80.35,5,1,76.33,76.33
305,177,517,1259,Sports,243.48,5,2,231.31,462.62
306,178,979,1084,Sports,150.01,20,3,120.01,360.03
307,179,387,1289,Fashion,141.35,20,1,113.08,113.08
308,180,585,1187,Books,40.4,15,1,34.34,34.34
309,181,390,1147,Books,37.79,0,1,37.79,37.79
310,182,1562,1070,Electronics,602.21,5,2,572.1,1144.2
311,182,1562,1262,Home & Kitchen,344.61,0,2,344.61,689.22
312,183,1925,1298,Home & Kitchen,289.87,15,1,246.39,246.39
313,184,363,1154,Home & Kitchen,72.4,5,3,68.78,206.34
314,184,363,1051,Books,35.96,15,1,30.57,30.57
315,184,363,1293,Beauty,113.61,10,2,102.25,204.5
316,185,1737,1217,Beauty,70.88,15,1,60.25,60.25
317,186,1535,1250,Beauty,24.96,5,1,23.71,23.71
318,187,251,1165,Electronics,856.38,10,1,770.74,770.74
319,188,950,1051,Books,34.21,20,2,27.37,54.74
320,189,1633,1220,Electronics,823.28,20,2,658.62,1317.24
321,190,866,1192,Electronics,906.66,10,3,815.99,2447.97
322,190,866,1196,Books,40.48,0,2,40.48,80.96
323,190,866,1192,Electronics,906.66,10,1,815.99,815.99
324,191,1492,1150,Fashion,31.99,15,1,27.19,27.19
325,192,190,1189,Beauty,20.66,5,5,19.63,98.15
326,193,1997,1208,Sports,109.74,20,3,87.79,263.37
327,193,1997,1045,Electronics,359.0,10,3,323.1,969.3
328,194,524,1026,Electronics,601.67,15,2,511.42,1022.84
329,194,524,1039,Home & Kitchen,201.09,5,3,191.04,573.12
330,194,524,1252,Beauty,26.02,5,2,24.72,49.44
331,195,1997,1057,Books,22.95,5,1,21.8,21.8
332,196,1991,1022,Home & Kitchen,331.61,15,1,281.87,281.87
333,197,1555,1116,Home & Kitchen,290.64,10,1,261.58,261.58
334,197,1555,1294,Home & Kitchen,182.63,20,4,146.1,584.4
335,198,55,1008,Books,18.97,0,1,18.97,18.97
336,199,1843,1095,Beauty,63.88,10,3,57.49,172.47
337,199,1843,1283,Home & Kitchen,305.24,0,1,305.24,305.24
338,199,1843,1095,Beauty,63.88,20,5,51.1,255.5
339,199,1843,1143,Beauty,132.41,10,3,119.17,357.51
340,200,1117,1279,Fashion,53.29,30,4,37.3,149.2
341,200,1117,1114,Books,8.05,30,2,5.63,11.26
342,201,1263,1101,Home & Kitchen,273.74,15,1,232.68,232.68
343,202,1984,1281,Electronics,337.58,15,3,286.94,860.82
344,203,192,1101,Home & Kitchen,257.8,15,2,219.13,438.26
345,204,957,1136,Beauty,55.2,10,2,49.68,99.36
346,205,415,1163,Books,10.18,15,1,8.65,8.65
347,205,415,1029,Beauty,106.52,0,2,106.52,213.04
348,206,1475,1195,Home & Kitchen,153.5,15,2,130.47,260.94
349,207,1255,1175,Fashion,180.99,15,1,153.84,153.84
350,208,472,1002,Books,21.83,0,5,21.83,109.15
351,208,472,1201,Fashion,17.3,20,2,13.84,27.68
352,209,1913,1056,Electronics,158.76,20,1,127.01,127.01
353,210,561,1111,Beauty,105.6,25,1,79.2,79.2
354,210,561,1167,Beauty,132.66,15,2,112.76,225.52
355,211,1448,1039,Home & Kitchen,211.14,5,1,200.58,200.58
356,211,1448,1214,Fashion,160.5,10,3,144.45,433.35
357,211,1448,1071,Beauty,62.22,5,1,59.11,59.11
358,212,1839,1003,Electronics,607.14,15,3,516.07,1548.21
359,212,1839,1186,Beauty,104.37,0,1,104.37,104.37
360,213,1376,1280,Electronics,901.5,0,2,901.5,1803.0
361,214,1721,1119,Fashion,94.89,0,5,94.89,474.45
362,215,158,1077,Books,34.51,20,2,27.61,55.22
363,215,158,1221,Fashion,76.56,0,1,76.56,76.56
364,216,807,1115,Fashion,121.68,0,2,121.68,243.36
365,217,635,1161,sports,116.57,25,4,87.43,349.72
366,217,635,1190,Electronics,497.13,30,3,347.99,1043.97
367,217,635,1215,Electronics,903.16,10,2,812.84,1625.68
368,217,635,1149,Fashion,68.9,10,5,62.01,310.05
369,218,752,1289,Fashion,139.95,10,1,125.95,125.95
370,218,752,1233,Home & Kitchen,345.82,25,2,259.37,518.74
371,218,752,1192,Electronics,880.25,10,2,792.23,1584.46
372,219,1679,1079,Home & Kitchen,155.69,10,4,140.12,560.48
373,219,1679,1227,Sports,38.85,10,1,34.97,34.97
374,220,452,1107,Beauty,80.35,20,2,64.28,128.56
375,220,452,1088,Electronics,81.7,15,3,69.45,208.35
376,221,1798,1206,Beauty,21.92,10,4,19.73,78.92
377,221,1798,1226,Home & Kitchen,65.47,0,1,65.47,65.47
378,221,1798,1009,Home & Kitchen,275.66,5,1,261.88,261.88
379,222,949,1227,Sports,38.47,10,2,34.62,69.24
380,222,949,1077,Books,35.21,15,2,29.93,59.86
381,222,949,1049,Fashion,35.37,0,4,35.37,141.48
382,223,525,1218,Books,24.83,15,1,21.11,21.11
383,223,525,1011,Beauty,19.32,10,1,17.39,17.39
384,224,1163,1274,Beauty,141.67,30,3,99.17,297.51
385,224,1163,1131,Electronics,810.21,20,3,648.17,1944.51
386,225,1917,1134,Sports,149.27,10,4,134.34,537.36
387,225,1917,1279,Fashion,53.82,25,2,40.37,80.74
388,226,1237,1166,Fashion,38.39,0,1,38.39,38.39
389,226,1237,1286,Home & Kitchen,214.12,5,1,203.41,203.41
390,227,1666,1187,Books,40.4,20,1,32.32,32.32
391,227,1666,1032,Electronics,156.22,15,2,132.79,265.58
392,228,1687,1253,Books,33.95,25,1,25.46,25.46
393,229,1849,1279,Fashion,51.69,20,1,41.35,41.35
394,230,479,1042,Home & Kitchen,259.39,30,1,181.57,181.57
395,230,479,1153,Home & Kitchen,225.75,0,1,225.75,225.75
396,230,479,1017,Sports,165.45,5,3,157.18,471.54
397,231,375,1035,Electronics,573.57,20,1,458.86,458.86
398,232,1092,1078,Sports,213.75,25,1,160.31,160.31
399,232,1092,1115,Fashion,117.05,5,1,111.2,111.2
400,233,110,1089,Beauty,110.03,5,1,104.53,104.53
401,234,1836,1278,Sports,48.8,10,2,43.92,87.84
402,234,1836,1067,Beauty,34.79,5,2,33.05,66.1
403,234,1836,1047,Beauty,122.02,10,2,109.82,219.64
404,235,1863,1078,Sports,211.63,15,4,179.89,719.56
405,236,865,1217,Beauty,68.82,20,2,55.06,110.12
406,236,865,1265,Home & Kitchen,83.46,15,2,70.94,141.88
407,236,865,1029,Beauty,108.69,20,1,86.95,86.95
408,237,1671,1100,Books,25.73,15,2,21.87,43.74
409,238,750,1169,Sports,67.65,5,1,64.27,64.27
410,239,103,1003,Electronics,600.94,0,1,600.94,600.94
411,240,384,1112,Beauty,107.17,10,1,96.45,96.45
412,240,384,1297,Home & Kitchen,221.93,15,1,188.64,188.64
413,240,384,1221,Fashion,82.03,10,4,73.83,295.32
414,241,587,1096,Sports,77.87,15,1,66.19,66.19
415,241,587,1285,Books,27.89,20,1,22.31,22.31
416,242,1366,1080,Home & Kitchen,257.37,0,1,257.37,257.37
417,243,867,1075,Beauty,107.74,10,1,96.97,96.97
418,244,1408,1136,Beauty,57.48,5,1,54.61,54.61
419,245,1837,1078,Sports,217.98,15,2,185.28,370.56
420,245,1837,1118,Fashion,152.73,5,1,145.09,145.09
421,246,1866,1277,Beauty,16.95,10,3,15.25,45.75
422,247,1846,1274,Beauty,144.42,0,3,144.42,433.26
423,248,1178,1085,Fashion,81.43,5,4,77.36,309.44
424,249,745,1221,Fashion,78.9,15,1,67.06,67.06
425,249,745,1174,Fashion,159.76,20,1,127.81,127.81
426,250,1817,1178,Beauty,50.07,15,1,42.56,42.56
427,250,1817,1179,Beauty,142.58,30,1,99.81,99.81
428,251,620,1027,Electronics,933.83,10,3,840.45,2521.35
429,251,620,1207,Fashion,29.57,20,1,23.66,23.66
430,251,620,1288,Books,29.09,20,2,23.27,46.54
431,252,1770,1233,Home & Kitchen,356.19,25,2,267.14,534.28
432,252,1770,1048,Sports,205.27,0,4,205.27,821.08
433,252,1770,1060,Beauty,61.71,15,2,52.45,104.9
434,252,1770,1085,Fashion,79.88,25,1,59.91,59.91
435,253,324,1244,Sports,130.71,25,1,98.03,98.03
436,254,1396,1087,Electronics,872.45,0,5,872.45,4362.25
437,255,800,1098,Beauty,39.02,10,1,35.12,35.12
438,255,800,1017,Sports,162.14,30,1,113.5,113.5
439,256,765,1014,Fashion,49.68,0,2,49.68,99.36
440,257,1854,1137,Sports,231.94,5,2,220.34,440.68
441,258,686,1134,Sports,155.18,10,2,139.66,279.32
442,258,686,1087,Electronics,889.39,20,1,711.51,711.51
443,258,686,1147,Books,37.79,25,3,28.34,85.02
444,259,375,1045,Electronics,359.0,20,1,287.2,287.2
445,260,49,1152,Books,32.21,15,3,27.38,82.14
446,260,49,1037,Home & Kitchen,46.85,30,2,32.8,65.6
447,261,34,1025,Beauty,65.42,5,2,62.15,124.3
448,261,34,1240,Electronics,328.01,20,4,262.41,1049.64
449,262,1436,1034,Sports,215.63,10,2,194.07,388.14
450,263,1890,1292,Fashion,28.53,10,2,25.68,51.36
