order_id,payment_method,payment_amount,payment_status
480,PayPal,48.11,Paid
481,Bank Transfer,342.3,Paid
482,Apple Pay,258.46,Paid
483,UPI,592.62,Paid
484,PayPal,164.0,Paid
485,Bank Transfer,98.9,Paid
486,UPI,330.9,Paid
487,Credit Card,492.37,Paid
488,UPI,30.77,Paid
489,PayPal,281.72,Paid
490,UPI,491.98,Paid
491,PayPal,318.39,Refunded
492,Debit Card,72.55,Refunded
493,Apple Pay,225.28,Paid
494,Credit Card,378.12,Paid
495,Apple Pay,351.86,Refunded
496,PayPal,134.92,Paid
497,Credit Card,211.85,Paid
498,Credit Card,299.64,Refunded
499,Credit Card,23.5,Paid
500,UPI,233.27,Paid
501,Bank Transfer,1694.3,Refunded
502,Apple Pay,118.58,Paid
503,Credit Card,191.45,Paid
504,Credit Card,439.63,Paid
505,PayPal,50.85,Paid
506,Credit Card,237.97,Paid
507,UPI,84.2,Paid
508,Credit Card,126.65,Paid
509,PayPal,81.78,Paid
510,Apple Pay,111.53,Paid
511,Bank Transfer,54.63,Paid
512,UPI,146.27,Refunded
513,Debit Card,163.33,Paid
514,Debit Card,133.12,Paid
515,Debit Card,243.09,Paid
516,Debit Card,95.11,Paid
517,Bank Transfer,217.83,Paid
518,Credit Card,497.88,Paid
519,PayPal,1093.92,Paid
520,Debit Card,324.39,Paid
521,UPI,32.11,Refunded
522,Debit Card,246.45,Refunded
523,Apple Pay,816.54,Refunded
524,UPI,55.04,Paid
525,Credit Card,429.3,Paid
526,Bank Transfer,597.89,Paid
527,PayPal,707.18,Paid
528,Credit Card,490.92,Paid
529,PayPal,305.57,Paid
530,Debit Card,74.18,Paid
531,Bank Transfer,2312.64,Refunded
532,UPI,523.47,Refunded
533,Debit Card,862.62,Refunded
534,Debit Card,256.67,Paid
535,Bank Transfer,143.23,Paid
536,Bank Transfer,286.61,Refunded
537,Debit Card,628.53,Paid
538,Apple Pay,648.03,Paid
539,PayPal,75.44,Refunded
540,PayPal,800.14,Paid
541,Apple Pay,638.85,Paid
542,Credit Card,960.54,Paid
543,Credit Card,607.08,Paid
544,Debit Card,525.26,Paid
545,Apple Pay,624.6,Refunded
546,UPI,520.03,Paid
547,Credit Card,15.15,Paid
548,Credit Card,616.31,Paid
549,Debit Card,1750.64,Refunded
550,Debit Card,188.55,Paid
551,UPI,1237.73,Paid
552,PayPal,44.03,Paid
553,Credit Card,120.94,Paid
554,Debit Card,735.92,Paid
555,Apple Pay,1604.59,Paid
556,Credit Card,310.1,Paid
557,Debit Card,176.92,Refunded
558,Bank Transfer,1092.86,Paid
559,Debit Card,521.79,Paid
560,Bank Transfer,1312.18,Paid
561,UPI,87.98,Paid
562,Debit Card,1174.76,Refunded
563,Apple Pay,83.79,Paid
564,Debit Card,63.19,Paid
565,PayPal,211.37,Refunded
566,UPI,539.78,Paid
567,Apple Pay,702.9,Refunded
568,Debit Card,151.26,Refunded
569,Apple Pay,121.09,Paid
570,Debit Card,2016.18,Refunded
571,Debit Card,592.87,Refunded
572,Bank Transfer,94.7,Paid
573,Debit Card,540.45,Paid
574,PayPal,1238.92,Paid
575,PayPal,696.95,Paid
576,Credit Card,195.62,Paid
577,Debit Card,847.95,Paid
578,Credit Card,1141.17,Refunded
579,Debit Card,654.93,Refunded
580,Debit Card,361.9,Paid
581,Debit Card,1101.78,Paid
582,Debit Card,607.49,Paid
583,PayPal,413.92,Paid
584,Bank Transfer,132.82,Paid
585,PayPal,1353.39,Paid
586,Bank Transfer,367.05,Refunded
587,Debit Card,25.63,Refunded
588,Debit Card,56.09,Paid
589,UPI,354.64,Refunded
590,Bank Transfer,25.96,Paid
591,Debit Card,655.18,Refunded
592,Apple Pay,598.32,Paid
593,Apple Pay,516.27,Paid
594,PayPal,186.19,Paid
595,Debit Card,613.72,Refunded
596,Credit Card,444.3,Paid
597,Debit Card,265.78,Paid
598,Debit Card,64.06,Paid
599,PayPal,444.84,Paid
600,UPI,2023.71,Refunded
601,Debit Card,18.61,Paid
602,UPI,213.86,Refunded
603,PayPal,33.5,Paid
604,Credit Card,114.79,Paid
605,Apple Pay,1755.34,Paid
606,Apple Pay,960.41,Refunded
607,Debit Card,307.04,Paid
608,UPI,1575.04,Paid
609,UPI,1210.0,Refunded
610,UPI,78.09,Paid
611,Bank Transfer,494.75,Paid
612,Credit Card,1461.26,Paid
613,PayPal,2613.1,Paid
614,PayPal,115.55,Paid
615,UPI,240.19,Paid
616,Credit Card,236.56,Paid
617,UPI,223.0,Refunded
618,Apple Pay,935.02,Refunded
619,Credit Card,894.84,Paid
620,PayPal,26.14,Refunded
621,Credit Card,147.06,Paid
622,PayPal,52.91,Paid
623,PayPal,208.53,Paid
624,Bank Transfer,806.2,Paid
625,Bank Transfer,1170.92,Paid
626,Apple Pay,2209.65,Paid
627,Debit Card,774.48,Paid
628,PayPal,601.87,Paid
629,PayPal,262.23,Paid
630,Bank Transfer,27.85,Refunded
631,Debit Card,285.92,Paid
632,Bank Transfer,235.61,Paid
633,Bank Transfer,111.89,Refunded
634,Bank Transfer,653.3,Paid
635,Bank Transfer,58.07,Paid
636,Apple Pay,193.44,Refunded
637,Credit Card,321.0,Refunded
638,Debit Card,1502.32,Paid
639,UPI,151.83,Paid
640,Bank Transfer,34.64,Refunded
641,Apple Pay,737.94,Refunded
642,UPI,148.87,Paid
643,Debit Card,300.91,Refunded
644,Debit Card,1656.56,Paid
645,Debit Card,463.45,Refunded
646,UPI,170.34,Refunded
647,Debit Card,32.44,Paid
648,Apple Pay,149.64,Paid
649,Bank Transfer,1220.83,Paid
650,Apple Pay,851.04,Paid
651,Credit Card,19.43,Refunded
652,PayPal,112.71,Paid
653,Bank Transfer,149.52,Paid
654,PayPal,392.52,Paid
655,PayPal,993.88,Refunded
656,Bank Transfer,78.44,Refunded
657,PayPal,789.71,Paid
658,PayPal,273.15,Paid
659,Apple Pay,53.31,Paid
660,Bank Transfer,673.42,Paid
661,UPI,182.22,Refunded
662,PayPal,85.92,Paid
663,Apple Pay,192.11,Paid
664,Apple Pay,267.19,Paid
665,Bank Transfer,177.7,Paid
666,Debit Card,637.37,Refunded
667,Debit Card,543.17,Refunded
668,Debit Card,672.37,Paid
669,Debit Card,355.0,Refunded
670,Bank Transfer,149.77,Paid
671,Apple Pay,43.39,Paid
672,Credit Card,158.3,Paid
673,Bank Transfer,29.47,Paid
674,UPI,616.3,Paid
675,Apple Pay,664.08,Paid
676,Apple Pay,402.7,Refunded
677,Bank Transfer,2307.6,Paid
678,UPI,1829.0,Refunded
679,Bank Transfer,153.24,Refunded
680,PayPal,378.06,Paid
681,Apple Pay,66.06,Paid
682,Credit Card,554.9,Paid
683,Bank Transfer,452.66,Paid
684,Bank Transfer,102.99,Paid
685,Apple Pay,599.13,Paid
686,Apple Pay,368.3,Paid
687,Bank Transfer,29.44,Paid
688,Apple Pay,196.26,Paid
689,Credit Card,37.37,Refunded
690,Bank Transfer,401.11,Paid
691,Apple Pay,44.62,Refunded
692,Credit Card,65.95,Paid
693,PayPal,734.15,Refunded
694,Debit Card,42.7,Paid
695,UPI,101.45,Paid
696,Debit Card,991.38,Paid
697,Credit Card,208.39,Paid
698,PayPal,216.09,Refunded
699,Credit Card,93.1,Paid
700,Debit Card,306.86,Paid
701,UPI,203.87,Paid
702,Bank Transfer,3655.25,Paid
703,Bank Transfer,101.72,Paid
704,UPI,320.6,Paid
705,PayPal,261.33,Paid
706,Credit Card,818.93,Paid
707,UPI,403.72,Paid
708,Credit Card,613.66,Paid
709,UPI,323.19,Paid
710,Bank Transfer,97.07,Refunded
711,Apple Pay,133.74,Paid
712,Apple Pay,600.05,Paid
713,Bank Transfer,99.99,Paid
714,Bank Transfer,1603.15,Paid
715,PayPal,126.35,Paid
716,UPI,160.41,Paid
717,UPI,349.39,Paid
718,Debit Card,235.41,Refunded
719,Debit Card,211.67,Paid
720,UPI,505.92,Paid
721,Debit Card,386.12,Paid
722,Apple Pay,2562.77,Refunded
723,Credit Card,282.39,Refunded
724,Bank Transfer,2050.04,Paid
725,Apple Pay,517.77,Paid
726,Debit Card,47.59,Refunded
727,Apple Pay,121.35,Paid
728,Apple Pay,1671.62,Paid
729,Credit Card,116.53,Paid
730,UPI,474.56,Paid
731,UPI,1298.37,Refunded
732,PayPal,226.46,Paid
733,Apple Pay,227.54,Paid
734,Debit Card,525.26,Paid
735,Bank Transfer,186.8,Paid
736,Apple Pay,39.55,Paid
737,Debit Card,97.95,Paid
738,Apple Pay,923.37,Paid
739,Credit Card,39.97,Paid
740,Bank Transfer,477.27,Paid
741,Credit Card,1123.05,Paid
742,Bank Transfer,76.95,Paid
743,Credit Card,118.98,Refunded
744,Bank Transfer,227.4,Refunded
745,PayPal,624.0,Refunded
746,Credit Card,313.64,Refunded
747,PayPal,837.29,Refunded
748,Bank Transfer,395.36,Refunded
749,Debit Card,967.56,Paid
750,UPI,827.23,Paid
751,Apple Pay,695.76,Paid
752,Debit Card,506.11,Paid
753,PayPal,1493.06,Paid
754,Bank Transfer,89.68,Paid
755,UPI,949.27,Paid
756,Debit Card,800.14,Refunded
757,PayPal,57.72,Paid
758,Bank Transfer,1942.16,Paid
759,Debit Card,319.1,Paid
760,UPI,33.7,Paid
761,Debit Card,175.85,Refunded
762,Apple Pay,346.64,Paid
763,Bank Transfer,46.12,Paid
764,Debit Card,108.15,Paid
765,UPI,154.28,Paid
766,PayPal,234.39,Paid
767,Credit Card,2867.56,Paid
768,PayPal,194.11,Paid
769,Apple Pay,45.14,Refunded
770,Credit Card,707.39,Refunded
771,Apple Pay,163.39,Paid
772,PayPal,437.67,Refunded
773,Apple Pay,159.7,Paid
774,Debit Card,904.61,Paid
775,UPI,634.58,Paid
776,Credit Card,97.82,Paid
777,Credit Card,452.66,Paid
778,UPI,582.2,Refunded
779,UPI,245.01,Paid
780,Bank Transfer,879.24,Paid
781,Apple Pay,1178.13,Paid
782,Credit Card,634.77,Paid
783,UPI,215.34,Paid
784,PayPal,1116.54,Paid
785,Apple Pay,851.22,Paid
786,Apple Pay,377.3,Paid
787,UPI,892.86,Paid
788,UPI,287.2,Paid
789,Debit Card,162.48,Paid
790,Debit Card,497.08,Refunded
791,Bank Transfer,121.36,Refunded
792,Bank Transfer,1512.93,Paid
793,Apple Pay,198.1,Paid
794,Debit Card,1154.08,Paid
795,PayPal,1095.29,Refunded
796,Bank Transfer,682.32,Paid
797,UPI,88.55,Paid
798,Bank Transfer,1046.87,Paid
799,Apple Pay,55.09,Refunded
800,PayPal,807.97,Paid
801,PayPal,626.81,Paid
802,UPI,325.38,Paid
803,PayPal,883.44,Paid
804,PayPal,53.18,Paid
805,Bank Transfer,159.35,Paid
806,Bank Transfer,1273.97,Refunded
807,Debit Card,1259.64,Paid
808,Apple Pay,470.01,Paid
809,UPI,2721.27,Paid
810,UPI,117.29,Refunded
811,PayPal,538.93,Paid
812,Bank Transfer,71.71,Paid
813,Bank Transfer,943.07,Paid
814,Debit Card,147.57,Paid
815,Apple Pay,68.7,Refunded
816,Apple Pay,394.06,Paid
817,Apple Pay,79.82,Refunded
818,Credit Card,61.44,Paid
819,Bank Transfer,535.48,Paid
820,Bank Transfer,1318.4,Refunded
821,Apple Pay,263.57,Paid
822,Debit Card,192.96,Paid
823,Debit Card,1046.1,Paid
824,Bank Transfer,1024.94,Refunded
825,Bank Transfer,428.72,Refunded
826,UPI,260.25,Paid
827,PayPal,1368.66,Paid
828,Bank Transfer,83.36,Refunded
829,PayPal,1094.34,Paid
830,Bank Transfer,235.29,Refunded
831,Credit Card,605.28,Paid
832,PayPal,21.77,Paid
833,Debit Card,1606.62,Paid
834,Credit Card,84.41,Paid
835,Apple Pay,115.03,Paid
836,PayPal,113.0,Paid
837,UPI,2024.08,Paid
838,Bank Transfer,379.08,Refunded
839,Debit Card,81.9,Paid
840,Debit Card,25.1,Paid
841,Credit Card,57.2,Paid
842,PayPal,267.36,Refunded
843,Bank Transfer,138.24,Refunded
844,Debit Card,357.65,Paid
845,Apple Pay,103.94,Paid
846,Debit Card,583.75,Paid
847,PayPal,160.17,Refunded
848,UPI,169.57,Paid
849,Credit Card,425.94,Paid
